step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_media,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
10,1255,207634,0.0,5.067276752183815e-11,6.43826482836064e-12,5.067276752183815e-11,0.5488603861629814,11.01139623294607,9.52981390420286,-11.780962233714265,9.421427310268195,-0.17866558824099574,11.780962233714265,6.035354562961004e-05,12.532574845387504,6.102638622422174,-1.116292221486747,1.0280283919934339,-0.023237081391392866,1.116292221486747,0.050000000851839074,2.3984157654639344,1.1294750973492167,0.05,2.398415765464398,0.9127328392173328,0.0,0.07844379643443226,0.01812623666357053,1.0,1.0,1.0,0.0,-0.15237655208340742,0,0,0,7.678201502298305e-10,0.6109170940404005,376,0.1587,-0.1182,0.445687136681705,0,0,0,0.1587,376,0.6109170940404005,0.017403,0.017402902161608225,256,7.043918380209312e-18,4.659486730972761e-19,7.940945371152802e-20,621.4857921054892,289.78281994620295,0.6091702876917062,0.6091702876917275,0.609170287691728,0.7614628596146594,1.7486463666564275e-13,373,0.02,0.0188,0.01784,0.170555,426,0.0517,0.0877,-0.00795,0.002792,3,0.0034,-0.316,0.005466,17.186,0.0299,0.9097,0.01113,10.604,0.004,-0.6815,-0.005164,10.449,7.579,2.2676,1.3991,1.3787,0.52807,0.59701,1.30408,0.15989,0.978,0.9787,1.0007,0.5323,2.9778,0.8121,0.0,0.0,8.6401,2.9015,56,0.1176,-0.4712,48,0.198,0.0699,0.0
11,1260,207640,0.0,5.013801308107136e-11,6.871993248138456e-12,5.013801308107136e-11,0.5735324565655596,11.031277140308273,9.528076706947417,-10.995540459504971,9.424281186163478,-0.19489789993668988,10.995540459504971,0.0033522981305990074,12.559081559301164,5.824412640814795,-1.1162921584968204,1.0280288176264374,-0.023477582416771305,1.1162921584968204,0.05000000096320316,2.398415765747518,1.1270268115388165,0.05,2.398415765747673,0.9165036590589786,0.0,0.07844381057654788,0.01805643363223183,1.0,1.0,1.0,0.0,-0.1523774389209268,0,0,0,9.74741512055147e-10,0.6106400915942848,376,0.1543,-0.15254,0.42589630624318,0,0,0,0.1543,376,0.6106400915942848,-0.055308,-0.05530842516764056,256,6.827332695069409e-18,4.457592092041438e-19,8.724238623507413e-20,621.4857937736739,289.78282072403454,0.6091702876917066,0.6091702876917271,0.609170287691728,0.7614628596146589,1.7301927338480395e-13,373,0.0238,0.0238,-0.0222,0.117183,431,0.0066,0.0224,-0.01373,-0.000804,3,0.008,-0.5133,-0.003591,17.271,0.0321,0.897,-1.8e-05,10.63,0.0105,-0.0811,-0.002449,10.545,7.6192,2.2667,1.3951,1.384,0.52788,0.60063,1.30806,0.17408,0.9778,0.9789,1.0011,0.5317,2.9672,0.8092,0.0,0.0,8.6467,2.9141,56,0.1818,-0.4871,49,0.2074,-0.0685,-3.0
12,1270,207652,0.0,5.188579139109283e-11,8.28848096962669e-12,5.188579139109283e-11,0.6056275224652814,11.046369950287477,9.528215162677935,-12.566370403548408,9.423934769786749,-0.21161594159531283,12.566370403548408,0.014718078644346377,12.513702038596547,5.658327956613379,-1.116292011605465,1.0280300712760837,-0.023935629843983213,1.116292011605465,0.050000001149590974,2.3984157663109045,1.1221925532007784,0.05,2.398415766393593,0.9096498134059984,0.0,0.07844633686300506,0.017915616599437086,1.0,1.0,1.0,0.0,-0.15237833413001306,0,0,0,1.6005165185072262e-09,0.608622392756306,377,0.1599,-0.12516,0.4225781155182774,0,0,0,0.1599,377,0.608622392756306,-0.053133,-0.05313265355081076,256,6.797773160695577e-18,5.060554360681307e-19,1.2883936581121002e-19,621.4857957376918,289.7828216398055,0.6091702876917058,0.6091702876917264,0.609170287691728,0.761462859614658,1.7905061141127916e-13,375,0.0713,0.0713,-0.01723,-0.202982,438,-0.0035,0.0423,-0.02596,0.001713,3,0.0117,-0.1322,-0.001661,17.298,0.0352,0.4798,-0.000981,10.63,0.0153,0.8063,-0.000391,10.574,7.6303,2.2669,1.3931,1.3857,0.52793,0.61508,1.31414,0.19003,0.9775,0.9793,1.0019,0.5331,2.9552,0.806,0.0,0.0,8.6866,2.9394,56,0.1917,-0.5926,49,0.1744,-0.2641,3.0
13,1276,207660,0.0,5.66144152772528e-11,9.401274995484745e-12,5.66144152772528e-11,0.6251399244927895,11.069975875579471,9.52749402927551,-12.566378457639885,9.422867259792032,-0.2156529319621657,12.566378457639885,0.04296734608980124,12.537636054082189,5.536292094877488,-1.1162927206264888,1.0280326680050809,-0.023977870998479218,1.1162927206264888,0.05000000158080729,2.398415767018083,1.1199755156902447,0.05,2.3984157671836766,0.896613821535288,0.0,0.07845891172207228,0.01783316280549658,1.0,1.0,1.0,6.938893903907228e-18,-0.15238010629533993,0,0,0,2.046517783854509e-09,0.6064377439275616,378,0.177,-0.12799,0.4185155494338483,0,0,0,0.177,378,0.6064377439275616,-0.039129,-0.03912901424445914,256,6.151297517397183e-18,3.763744333687708e-19,1.1711870668340532e-20,621.4857955509888,289.7828215527507,0.6091702876917036,0.6091702876917265,0.609170287691728,0.7614628596146581,1.9536843134418505e-13,375,0.0768,0.0768,-0.02092,-0.073511,443,0.0254,0.1152,-0.02345,-0.002381,3,0.0148,-0.142,-0.000547,17.292,0.0384,-0.3047,0.002281,10.615,0.0175,0.9861,-0.000518,10.602,7.6311,2.266,1.3911,1.3893,0.52651,0.63558,1.31866,0.18106,0.9773,0.9795,1.0023,0.5329,2.9465,0.7813,0.0134,0.0,8.7055,2.9545,55,0.147,-0.859,49,0.1376,-0.8523,4.0
14,1281,207666,0.0,5.850417500162955e-11,7.994241746516683e-12,5.850417500162955e-11,0.6528406204433314,11.089761073417426,9.52582470625507,-11.780989226100033,11.570287812188212,-0.18991012487545522,11.780989226100033,0.009900061062663543,12.554396066617741,5.272626466978272,-1.1162916502134452,1.0280360011211649,-0.023874704976095246,1.1162916502134452,0.0500000022274368,2.3984157677303326,1.1177464032908475,0.05,2.398415767982821,0.8760719978168697,0.0,0.07847085854575082,0.017766082134052657,1.0,1.0,1.0,0.0,-0.1523818849499964,0,0,0,1.7592079389246543e-09,0.6060896663629148,378,0.1686,-0.17279,0.41214763318949305,0,0,0,0.1686,378,0.6060896663629148,0.039357,0.03935725997031847,256,7.516212959835677e-18,3.993424704840603e-19,-2.789643003882118e-20,621.4857939947316,289.7828208271081,0.6091702876917028,0.6091702876917271,0.609170287691728,0.7614628596146589,2.0188972843402146e-13,375,0.0423,0.0423,-0.03627,0.170851,448,0.0267,0.0828,-0.02327,0.002546,3,0.0143,-0.6103,-0.00028,17.216,0.0351,-0.9651,0.014734,10.659,0.0174,0.7964,-0.013084,10.678,7.6305,2.2562,1.3969,1.3994,0.52286,0.64324,1.32146,0.16557,0.9771,0.9797,1.0026,0.5332,3.0029,0.7563,0.0133,0.0286,8.6899,2.8938,57,0.112,-0.9926,51,0.0882,-0.8968,2.0
15,1290,207678,0.0,6.397368844031253e-11,7.026806617979833e-12,6.397368844031253e-11,0.6439219770365302,11.125513275924602,9.525505947121264,-12.566360454889054,10.784871648516619,-0.157444709269798,12.566360454889054,0.008946592863845026,12.55914430966283,4.994304128532414,-1.1162924218565213,1.0280385833705799,-0.024300238110851722,1.1162924218565213,0.050000003393504626,2.3984157678785447,1.113779742663581,0.05,2.3984157704998945,0.8649612589231718,0.0,0.078473384832208,0.017645365328157196,1.0,1.0,1.0,0.0,-0.1523836295739497,0,0,0,1.6730399648532648e-09,0.6065269336289919,380,0.1591,-0.1632,0.4178182619216739,0,0,0,0.1591,380,0.6065269336289919,0.116115,0.11611489022171728,256,5.2469222082281385e-18,3.8476731018527125e-19,-3.0930344445809366e-20,621.4857947099537,289.7828211605977,0.6091702876917006,0.6091702876917268,0.609170287691728,0.7614628596146584,2.2076425436157341e-13,375,0.0774,0.0774,-0.10528,-0.302653,455,-0.0253,0.0021,-0.02725,0.004045,3,0.0141,-0.9721,-0.006198,17.3,0.0298,-0.4318,0.010586,10.658,0.016,0.6315,-0.006428,10.917,7.6889,2.25,1.3862,1.4199,0.51327,0.63768,1.32852,0.16683,0.9769,0.9799,1.003,0.5318,2.9964,0.7546,0.0133,0.0666,8.708,2.9062,59,0.094,-0.7309,51,0.0313,-0.7929,1.0
16,1294,207682,0.0,6.357923602919189e-11,6.493464416776809e-12,6.357923602919189e-11,0.6412194743703006,11.128521564076879,9.525540092466024,-11.780954181309317,9.999437143454804,-0.1325030352631344,11.780954181309317,0.01497945792214217,12.545560670209358,4.883043709688529,-1.1162922703064644,1.02803704254677,-0.02439154641124678,1.1162922703064644,0.05000000466299466,2.3984157681693263,1.1119189359771868,0.05,2.3984157740382406,0.8495683431891227,0.0,0.0784740270104183,0.017593643907926844,1.0,1.0,1.0,4.163336342344337e-17,-0.1523853763830674,0,0,0,1.6118070985227418e-09,0.604702375022386,381,0.1439,-0.11466,0.43840180813826435,0,0,0,0.1439,381,0.604702375022386,-0.043624,-0.04362420142720813,256,5.228692313652128e-18,5.271766033974236e-19,8.437797668060851e-20,621.4857935974504,289.78282064186607,0.6091702876917007,0.6091702876917271,0.609170287691728,0.7614628596146589,2.1940305463368916e-13,376,0.0815,0.0926,-0.14378,0.086908,457,-0.0304,0.0009,-0.03048,-0.00071,3,0.0126,-0.7456,-0.002191,17.495,0.0257,0.6089,-0.014212,10.585,0.0146,0.0747,0.018126,10.976,7.7357,2.2615,1.3683,1.4189,0.49852,0.63434,1.33167,0.18507,0.9768,0.9801,1.0033,0.5325,2.9283,0.7765,0.0133,0.0761,8.7259,2.9799,56,0.1644,-0.8491,50,0.1719,-0.9967,1.0
17,1300,207689,0.0,4.7961683185495553e-11,3.295274684545199e-12,4.7961683185495553e-11,0.6277239186039235,11.143087131182883,9.516310508649536,-10.995549171967166,11.731827560564835,-0.12361335854355515,11.731827560564835,0.008064593123765729,12.563219233533971,5.0466818408906216,-1.1162914763268148,1.028036113743743,-0.02419485755329319,1.1162914763268148,0.050000006226665124,2.3984157684612297,1.1085295676681293,0.05,2.3984157687268093,0.8351164811741606,0.0,0.07847529722471958,0.01751541218380038,1.0,1.0,1.0,2.0053283331865004e-15,-0.15238712311620825,0,0,0,6.275757061761846e-10,0.606706702819644,382,0.0845,-0.05064,0.4496923877894967,0,0,0,0.0845,382,0.606706702819644,-0.048799,-0.04879902684199733,256,6.617475473032413e-18,6.836707162928736e-19,7.626361240158498e-20,621.4857919962167,289.78281989525203,0.6091702876917073,0.6091702876917275,0.609170287691728,0.7614628596146594,1.655090636595789e-13,376,0.0614,0.0743,-0.17536,-0.319164,460,0.0139,0.0831,-0.02485,-0.004589,3,0.0061,-0.7122,2.4e-05,17.472,0.0143,0.9401,0.001958,10.539,0.0105,-0.9088,0.002155,10.991,7.7253,2.2616,1.3642,1.4227,0.48841,0.6287,1.33631,0.18405,0.9765,0.9799,1.0034,0.5315,2.9231,0.8194,0.0133,0.1139,8.7103,2.9798,58,0.1591,-0.9799,50,0.2058,-0.9882,1.0
18,1312,207706,0.0,3.853555281764695e-11,1.7151994136544772e-12,3.853555281764695e-11,0.5854350062809178,11.186195613389609,9.517918250595146,-10.210162801195848,10.946435610190187,-0.12490712763040804,10.946435610190187,0.007055579126435396,12.557984031862526,5.805300406052654,-1.1162919598620544,1.0280437749286253,-0.023750617749868398,1.1162919598620544,0.05000001051458598,2.3984157686108802,1.104173679000513,0.05,2.3984157689318466,0.829641110958153,0.0,0.07847593940292988,0.017362433256101557,1.0,1.0,1.0,0.0,-0.15238885910941488,0,0,0,8.545547425302533e-11,0.5987693492359946,388,0.0093,-0.04014,0.44454423694365597,20,19,1,0.1113,388,0.5987693492359946,0.438961,0.4389611097155415,256,7.92995786699459e-18,7.905559338865767e-19,9.35986333486434e-20,621.4857905499249,289.7828192208834,0.6091702876917116,0.6091702876917279,0.609170287691728,0.7614628596146598,1.3298080583677975e-13,376,0.0472,0.0472,-0.19663,0.027366,466,-0.0105,0.0631,-0.02416,-0.003196,3,0.0026,-0.5522,-0.205275,13.42,0.0074,-0.769,0.079852,5.577,0.0076,-0.1083,-0.012719,11.002,6.0759,2.2087,0.9178,1.8108,0.47185,0.62931,1.34449,0.16829,0.9765,0.9801,1.0036,0.5312,2.9046,0.8142,0.0132,0.1698,8.6919,2.9925,54,0.1982,0.3938,55,0.1548,0.4734,-1.0
19,1320,207716,0.0,4.582315594068181e-11,2.3040985319981417e-12,4.582315594068181e-11,0.5694686029295902,11.201930790864656,9.520440186238746,-10.701745282989684,10.161041814223273,-0.1278444927346404,10.701745282989684,0.010240479162833882,12.564204230253942,6.24310602093848,-1.1162914963814583,1.0280600967480713,-0.02363496989397695,1.1162914963814583,0.05000001290710164,2.3984157687609065,1.1013274682346994,0.05,2.398415779582536,0.8274192800138089,0.0,0.07847720961723115,0.017263497420708363,1.0,1.0,1.0,0.0,-0.15239058957111135,0,0,0,9.015525331894534e-12,0.5960999956552455,392,0.0236,-0.10366,0.43656647169284524,34,34,0,0.0014,392,0.5960999956552455,-0.009415,-0.009414803585688025,256,7.387625434865539e-18,6.705300672441547e-19,6.402142775235576e-20,621.4857907569474,289.78281931741265,0.6091702876917084,0.6091702876917278,0.609170287691728,0.7614628596146596,1.5812930541782592e-13,377,0.0806,0.0806,-0.19786,0.092888,469,-0.0755,-0.0443,-0.02198,0.001838,3,0.0042,-0.3992,-0.067422,12.71,0.0074,-0.3722,0.018247,4.414,0.012,0.9996,0.002928,11.017,5.7966,2.1927,0.7615,1.9006,0.45931,0.63977,1.34999,0.16511,0.9767,0.9801,1.0035,0.5303,2.9622,0.7899,0.0132,0.1975,8.7036,2.9382,49,0.1607,-0.2651,51,0.0533,-0.531,1.0
20,1333,207732,0.0,7.632656646065196e-11,4.5750779414096235e-12,7.632656646065196e-11,0.5597119222660054,11.211362459893373,9.526449648191447,-11.48712602426868,10.923197740043475,-0.145217353090233,11.48712602426868,0.018284763476316357,12.550654658311169,6.419896954164536,-1.116290818043819,1.028061375503195,-0.023243852770372265,1.116290818043819,0.05000001335883431,2.398415769200324,1.0965640044261176,0.05,2.3984157957397976,0.8266708359110322,0.0,0.07847785179544145,0.01709828146031669,1.0,1.0,1.0,0.0,-0.15239231407584647,0,0,0,2.0350842457004415e-10,0.6240554457957521,398,0.0179,-0.07226,0.428860486726367,2,2,0,0.0175,397,0.623095189218003,0.164294,0.16429351316379348,256,6.944204489989297e-18,6.101884811571396e-19,6.442919829893484e-20,621.4857919026412,289.78281985162016,0.6091702876916951,0.6091702876917275,0.609170287691728,0.7614628596146594,2.6339231048871036e-13,380,0.1152,0.1152,-0.18798,0.050378,473,-0.0786,-0.0703,-0.02834,-0.003861,3,0.0021,0.718,0.2732,17.675,0.003,-0.1918,-0.116275,10.631,0.0184,0.5454,0.018849,10.942,7.7829,2.271,1.366,1.4058,0.45232,0.63284,1.35939,0.18109,0.9771,0.9802,1.0031,0.5304,3.024,0.767,0.0131,0.1972,8.7873,2.9059,60,0.1393,-0.9992,49,0.1312,-0.9746,-0.0
21,1338,207739,0.0,1.002596308714199e-10,7.1174640432482765e-12,1.002596308714199e-10,0.5627886707736609,11.20968751804862,9.517280939684639,-12.272511935483104,11.708497060015432,-0.14101122827548743,12.272511935483104,0.0013437494959618324,12.556486773428654,6.580996275250192,-1.1162899470123533,1.0280611483318736,-0.02368277242972037,1.1162899470123533,0.050000013971479025,2.3984157709691796,1.0940690052202917,0.05,2.39841577353989,0.8037458205801042,0.0,0.07847912200974272,0.01703630867165911,1.0,1.0,1.0,0.0,-0.1523931941454766,0,0,0,3.239771382672571e-10,0.6366692205753874,398,0.0476,-0.0404,0.45657022260589974,7,7,0,0.0578,390,0.6289170766213436,-0.525217,-0.5252165315572148,256,5.2900757504127514e-18,4.0601972775862745e-19,6.333872160856725e-20,621.4857928169996,289.78282027796195,0.6091702876916849,0.6091702876917273,0.609170287691728,0.7614628596146591,3.4598196944611856e-13,381,0.1386,0.1386,-0.1744,-0.166229,475,-0.0268,-0.0037,-0.03611,-0.001328,3,0.0081,-0.4404,0.007216,17.719,0.0101,0.9677,0.008718,10.771,0.0242,-0.1998,-0.002992,10.946,7.8159,2.2671,1.3781,1.4005,0.44606,0.63282,1.36258,0.18122,0.9765,0.9797,1.0033,0.5299,3.0896,0.7888,0.0131,0.1972,8.8087,2.8511,63,0.0818,-0.9127,51,0.0365,-0.6763,1.0
22,1340,207741,0.0,1.0461588336541106e-10,1.2459827570930499e-11,1.0461588336541106e-10,0.56692769967075,11.205506471554516,9.517837943550024,-12.636808021196558,12.365672531025073,-0.13413455619204107,12.636808021196558,0.011120092553893457,12.548995552452888,6.585368689948429,-1.1162902659787293,1.0280617880810008,-0.023434821719447135,1.1162902659787293,0.050000016581471296,2.3984157720263313,1.0939572979768386,0.05,2.3984157728973243,0.8022065796752502,0.0,0.0784816482961999,0.01701286909247933,1.0,1.0,1.0,1.2560739669470201e-15,-0.15239406061675967,0,0,0,1.1790603275719177e-09,0.6288287745684821,398,0.0925,-0.04443,0.45376434495563056,2,2,0,0.094,396,0.6269086962675713,0.171707,0.17170721975215675,256,8.622791088494039e-18,3.422972376136503e-19,3.986334292243719e-20,621.4857965071672,289.78282199859206,0.6091702876916831,0.6091702876917261,0.609170287691728,0.7614628596146575,3.610147856380505e-13,382,0.1772,0.1772,-0.13802,0.029686,476,-0.0463,-0.0156,-0.02903,0.006871,3,0.0182,-0.4944,0.00063,17.65,0.0171,0.843,0.020171,10.906,0.0295,-0.8844,-0.020698,11.049,7.8355,2.2526,1.3919,1.4101,0.44042,0.63064,1.36384,0.17081,0.9764,0.9798,1.0034,0.5299,3.0919,0.7894,0.0132,0.1974,8.8297,2.8558,65,0.1367,-0.799,51,0.0741,-0.6465,-1.0
23,1346,207748,0.0,1.2805827869341555e-10,1.3992672381291995e-11,1.2805827869341555e-10,0.557800090585134,11.214804002887652,9.519228597506524,-12.566372826514499,11.580278602547171,-0.13411012801653763,12.566372826514499,0.004089874044389763,12.561012733590793,6.545471980948789,-1.1162920615958771,1.0280621629189182,-0.02327210010898597,1.1162920615958771,0.05000001870568204,2.3984157732537565,1.0938215520159964,0.05,2.3984157775323753,0.7953947827437142,0.0,0.07848166243831552,0.01693894568606393,1.0,1.0,1.0,0.0,-0.15239492519245496,0,0,0,9.671126687767613e-10,0.6413528054289295,400,0.0778,-0.076,0.43873580261311435,2,2,0,0.0837,387,0.6286874395634603,0.077351,0.07735114188261161,256,4.806650142050583e-18,3.1487551233166643e-19,-1.616364932629985e-20,621.4857946650567,289.7828211396634,0.6091702876916729,0.6091702876917268,0.609170287691728,0.7614628596146584,4.4191121540533536e-13,383,0.2004,0.2004,-0.10907,0.098192,479,-0.0701,-0.0621,-0.02447,0.002092,3,0.016,-0.3202,-0.000436,17.64,0.0121,-0.1751,-0.004357,10.916,0.0304,-0.8766,-0.000701,10.996,7.8261,2.254,1.3948,1.4051,0.43006,0.63065,1.36714,0.16583,0.9764,0.9799,1.0036,0.5305,3.0867,0.7881,0.0131,0.2064,8.8514,2.8676,65,0.1674,-0.3632,51,0.123,-0.0429,-0.0
24,1361,207768,0.0,9.867891849464759e-11,9.593926889939806e-12,9.867891849464759e-11,0.5510113329917499,11.22102210446358,9.523777203052775,-12.048323525386303,10.794891366051608,-0.12826942946630926,12.048323525386303,0.0017572206607585628,12.555704312814763,6.571655227712629,-1.1162933788636427,1.0280640730992745,-0.022697247615353806,1.1162933788636427,0.05000002305595016,2.398415773879053,1.0922892462669065,0.05,2.398415784873922,0.7955026325826184,0.0,0.07848607283288579,0.01675500443912803,1.0,1.0,1.0,0.0,-0.15239663629305317,0,0,0,2.134238766939357e-10,0.6166733336337415,405,0.0644,-0.02341,0.4536768863569861,2,2,0,0.0644,405,0.6166733336337415,-0.655725,-0.6557252563562669,256,9.342226828789093e-18,5.110913469485205e-19,1.2935983387623697e-19,621.4857934828012,289.78282058840813,0.6091702876916855,0.6091702876917271,0.609170287691728,0.7614628596146589,3.405271516588825e-13,387,0.1698,0.1698,-0.08597,0.115679,485,-0.0678,-0.0319,-0.02078,-0.003116,3,0.0114,-0.9482,0.000188,17.529,0.0097,-0.3398,-0.012481,10.719,0.0246,0.0236,0.015299,10.837,7.7431,2.2638,1.3843,1.3996,0.42409,0.62761,1.37682,0.1768,0.9768,0.98,1.0033,0.529,3.02,0.8097,0.0131,0.2157,8.9432,2.9613,63,0.1905,-0.5526,51,0.2477,-0.6141,1.0
25,1367,207776,0.0,4.7407863384479806e-11,3.706617899791761e-12,4.7407863384479806e-11,0.5646013852525632,11.208238047630857,9.525011237292036,-12.566369217712953,10.99568650102743,-0.131597966794567,12.566369217712953,0.0006363071375687923,12.55753444033897,6.362199784685448,-1.1162954085210255,1.0280712698062697,-0.02267117345558406,1.1162954085210255,0.05000003583527825,2.3984157743535826,1.09044301240059,0.05,2.398415780213525,0.7878109488124934,0.0,0.07848734304718706,0.016687879083645104,1.0,1.0,1.0,0.0,-0.1523992135114567,0,0,0,7.782595714391968e-11,0.5914167980062899,405,0.0579,-0.01156,0.45510459563041555,11,11,0,0.0923,405,0.5914167980062899,0.769988,0.7699883078160021,256,9.21124495754908e-18,5.850906649771656e-19,1.0861036227740697e-19,621.4857916605966,289.782819738761,0.6091702876917077,0.6091702876917277,0.609170287691728,0.7614628596146595,1.6359790903828583e-13,390,0.0988,0.0988,-0.05786,0.087894,488,-0.0216,0.0595,-0.02751,-0.001503,3,0.0065,-0.1668,-0.082936,15.473,0.0088,0.1821,0.026527,8.29,0.0133,0.9391,-0.003229,10.852,6.8792,2.2493,1.2051,1.5775,0.41894,0.63518,1.38062,0.1786,0.9769,0.98,1.0032,0.5282,3.0253,0.8111,0.0132,0.2349,8.9882,2.971,60,0.1073,-0.8403,53,0.1721,-0.5713,-0.0
26,1372,207781,0.0,3.397411516851404e-11,3.320028208813925e-12,3.397411516851404e-11,0.569508526081564,11.203397591711235,9.52633460316299,-12.431806609904106,12.621641379209924,-0.12750565436096434,12.621641379209924,0.0036034115038034997,12.555706292764864,6.222427298587264,-1.1162954135141387,1.0280815636268077,-0.022565210124186958,1.1162954135141387,0.050000036210469646,2.398415774831361,1.0895788230121564,0.05014904067206516,2.398415776197016,0.7887788362678405,0.0,0.07848861326148833,0.01663386619156975,1.0,1.0,1.0,4.81581232922454e-15,-0.15240091442482012,0,0,0,2.7861916281119626e-10,0.5925974386931494,406,0.1462,-0.04265,0.4428688920202427,1,1,0,0.1462,406,0.5925974386931494,-0.633872,-0.6338717764932943,256,9.050725797425848e-18,6.9725921357434115e-19,7.110569567672792e-20,621.4857912595866,289.7828195517804,0.6091702876917134,0.6091702876917278,0.609170287691728,0.7614628596146596,1.1723992202527146e-13,392,0.0292,-0.0735,-0.03453,-0.483884,490,-0.0334,0.0372,-0.02168,0.001013,3,0.0044,0.9992,0.099892,16.842,0.0187,-0.2303,-0.004522,10.721,0.0037,-0.2695,-0.020133,10.336,7.494,2.2474,1.4306,1.3793,0.41072,0.63839,1.38316,0.17448,0.9772,0.9799,1.0027,0.527,3.0282,0.8119,0.0132,0.2351,9.0333,2.9831,65,0.2076,-0.7451,51,0.1844,-0.9638,-2.0
27,1390,207804,0.0,3.6721565082656665e-11,3.6556124968041165e-12,3.6721565082656665e-11,0.5668499062585972,11.21029267476909,9.528873782599678,-11.272862875475772,11.83624139654301,-0.1252148730619751,11.83624139654301,0.0018745904654480228,12.55753987444707,5.993258906513462,-1.116297355722988,1.0280876967124557,-0.02250806479491061,1.116297355722988,0.05000003671325776,2.3984157753123454,1.0866359606870137,0.0601207340543809,2.3984157847733454,0.7931127121849899,0.0,0.07848925543969863,0.016422430560726568,1.0,1.0,1.0,0.0,-0.1524017769874685,0,0,0,2.880308341436988e-10,0.5921851267401217,409,0.1452,-0.01879,0.43736713780147896,3,3,0,0.1452,409,0.5921851267401217,-0.029384,-0.02938355791240954,256,7.892603937545328e-18,6.025776645715608e-19,5.708248493285569e-20,621.4857931908085,289.78282045225944,0.6091702876917123,0.6091702876917272,0.609170287691728,0.761462859614659,1.2672098720464485e-13,397,0.0706,0.0706,-0.01452,0.061759,500,-0.0643,-0.0326,-0.03715,0.002911,3,0.0104,-0.1045,-0.018821,17.4,0.0178,-0.9383,0.006373,10.737,0.0087,-0.2459,0.0041,11.037,7.7448,2.2466,1.3863,1.425,0.39907,0.62415,1.39562,0.16881,0.9778,0.9797,1.002,0.5245,3.0894,0.7888,0.0131,0.3099,9.093,2.9433,65,0.1965,0.9835,52,0.1356,0.9733,2.0
28,1397,207813,0.0,4.2642089668648e-11,3.674655340235414e-12,4.2642089668648e-11,0.5963083736612488,11.179263574161387,9.533519445376276,-11.85600718831998,12.287459746925476,-0.11625269510012143,12.287459746925476,0.02195696658881552,12.565163303862565,5.790582774483619,-1.1162972785591057,1.0280878274116543,-0.022041560294999867,1.1162972785591057,0.05000003709447975,2.39841577563715,1.0846486496650676,0.05,2.3984158162154756,0.7951821038637635,0.0,0.07849240976221333,0.01634103638616879,1.0,1.0,1.0,0.0,-0.1524026454883599,0,0,0,4.472400928718669e-10,0.5920788680515985,410,0.149,-0.01867,0.4439553209717945,2,2,0,0.149,410,0.5920788680515985,0.011683,0.011682552423425197,256,5.713003457446131e-18,6.112757485538826e-19,8.282148778286057e-20,621.4857926202712,289.7828201862326,0.6091702876917098,0.6091702876917274,0.609170287691728,0.7614628596146592,1.4715188996105265e-13,402,0.0577,0.0577,-0.07435,0.134815,501,-0.0942,-0.1183,-0.03485,0.003957,3,0.0089,-0.4706,-0.003152,17.378,0.0222,-0.8065,-0.012368,10.668,0.0088,0.9012,0.004287,10.944,7.7142,2.2528,1.3828,1.4187,0.3905,0.62563,1.40066,0.17166,0.9781,0.9797,1.0016,0.5247,3.1064,0.7931,0.0132,0.2266,9.2605,2.9811,65,0.0957,0.437,52,0.139,0.0795,1.0
